Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VisualTest,Chrome 120.0.0.0,,,21-12-2023 16:19:01,21-12-2023 16:21:40,2m - 39.378s,FAILED
,,,,,,,
Test Cases/visual testing checkpoints/Login_Page,Chrome 120.0.0.0,,,21-12-2023 16:19:01,21-12-2023 16:19:14,12.713s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,21-12-2023 16:19:02,21-12-2023 16:19:05,3.685s,PASSED
"navigateToUrl(""https://hospitalb.com/login"")",Chrome 120.0.0.0,,,21-12-2023 16:19:05,21-12-2023 16:19:10,4.415s,PASSED
waitForPageLoad(4),Chrome 120.0.0.0,,,21-12-2023 16:19:10,21-12-2023 16:19:10,0.349s,PASSED
"takeScreenshotAsCheckpoint(""LoginPage"")",Chrome 120.0.0.0,,,21-12-2023 16:19:10,21-12-2023 16:19:12,1.539s,PASSED
"takeScreenshotAsCheckpoint(""LoginPage2"")",Chrome 120.0.0.0,,,21-12-2023 16:19:12,21-12-2023 16:19:13,1.167s,PASSED
"verifyElementText(findTestObject(""Object Repository/visual testing checkpoints/Page_Demo Hospital/Page_Demo Hospital/h2_Demo  Hospital""), ""Demo Hospital"")",Chrome 120.0.0.0,,,21-12-2023 16:19:13,21-12-2023 16:19:13,0.546s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,21-12-2023 16:19:13,21-12-2023 16:19:14,0.417s,PASSED
,,,,,,,
Test Cases/visual testing checkpoints/HomePageAdmin,Chrome 120.0.0.0,,,21-12-2023 16:19:14,21-12-2023 16:19:29,15.275s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,21-12-2023 16:19:14,21-12-2023 16:19:15,1.396s,PASSED
"navigateToUrl(""https://hospitalb.com/login"")",Chrome 120.0.0.0,,,21-12-2023 16:19:15,21-12-2023 16:19:20,4.334s,PASSED
"setText(findTestObject(""Object Repository/visual testing checkpoints/Page_Demo Hospital/input_email""), ""admin@gmail.com"")",Chrome 120.0.0.0,,,21-12-2023 16:19:20,21-12-2023 16:19:21,0.893s,PASSED
"setEncryptedText(findTestObject(""Object Repository/visual testing checkpoints/Page_Demo Hospital/input_password""), ""aeHFOx8jV/A="")",Chrome 120.0.0.0,,,21-12-2023 16:19:21,21-12-2023 16:19:21,0.564s,PASSED
"click(findTestObject(""Object Repository/visual testing checkpoints/Page_Demo Hospital/input_custom-btn""))",Chrome 120.0.0.0,,,21-12-2023 16:19:21,21-12-2023 16:19:27,6.047s,PASSED
"verifyElementText(findTestObject(""Object Repository/visual testing checkpoints/Page_Demo Hospital/b_Demo  Hospital""), ""Demo Hospital"")",Chrome 120.0.0.0,,,21-12-2023 16:19:27,21-12-2023 16:19:28,0.496s,PASSED
waitForPageLoad(4),Chrome 120.0.0.0,,,21-12-2023 16:19:28,21-12-2023 16:19:28,0.024s,PASSED
"takeScreenshotAsCheckpoint(""HomePageAdmin"")",Chrome 120.0.0.0,,,21-12-2023 16:19:28,21-12-2023 16:19:29,0.854s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,21-12-2023 16:19:29,21-12-2023 16:19:29,0.381s,PASSED
,,,,,,,
Test Cases/visual testing checkpoints/HRDashBordPage,Chrome 120.0.0.0,,,21-12-2023 16:19:29,21-12-2023 16:19:44,15.194s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,21-12-2023 16:19:29,21-12-2023 16:19:31,1.350s,PASSED
"navigateToUrl(""https://hospitalb.com/login"")",Chrome 120.0.0.0,,,21-12-2023 16:19:31,21-12-2023 16:19:36,4.983s,PASSED
"setText(findTestObject(""Object Repository/visual testing checkpoints/Page_Demo Hospital/Page_Demo Hospital/input_email""), ""hr@gmail.com"")",Chrome 120.0.0.0,,,21-12-2023 16:19:36,21-12-2023 16:19:37,0.952s,PASSED
"setEncryptedText(findTestObject(""Object Repository/visual testing checkpoints/Page_Demo Hospital/Page_Demo Hospital/input_password""), ""aeHFOx8jV/A="")",Chrome 120.0.0.0,,,21-12-2023 16:19:37,21-12-2023 16:19:37,0.573s,PASSED
"takeScreenshotAsCheckpoint(""HRLoginPage"")",Chrome 120.0.0.0,,,21-12-2023 16:19:37,21-12-2023 16:19:38,1.164s,PASSED
"click(findTestObject(""Object Repository/visual testing checkpoints/Page_Demo Hospital/Page_Demo Hospital/input_custom-btn""))",Chrome 120.0.0.0,,,21-12-2023 16:19:38,21-12-2023 16:19:43,4.196s,PASSED
"verifyElementText(findTestObject(""Object Repository/visual testing checkpoints/Page_Demo Hospital/Page_Demo Hospital/h1_Demo  Hospital Statistics""), ""Demo Hospital Statistics"")",Chrome 120.0.0.0,,,21-12-2023 16:19:43,21-12-2023 16:19:43,0.543s,PASSED
waitForPageLoad(4),Chrome 120.0.0.0,,,21-12-2023 16:19:43,21-12-2023 16:19:43,0.026s,PASSED
"takeScreenshotAsCheckpoint(""HRDashBord"")",Chrome 120.0.0.0,,,21-12-2023 16:19:43,21-12-2023 16:19:44,0.843s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,21-12-2023 16:19:44,21-12-2023 16:19:44,0.346s,PASSED
,,,,,,,
Test Cases/visual testing checkpoints/PathologistPageC,Chrome 120.0.0.0,,,21-12-2023 16:19:44,21-12-2023 16:20:00,15.311s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,21-12-2023 16:19:44,21-12-2023 16:19:46,1.342s,PASSED
"navigateToUrl(""https://hospitalb.com/login"")",Chrome 120.0.0.0,,,21-12-2023 16:19:46,21-12-2023 16:19:51,5.205s,PASSED
