Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Common_regression,Chrome 120.0.0.0,,,15-12-2023 13:07:16,15-12-2023 13:10:02,2m - 46.502s,PASSED
,,,,,,,
Test Cases/Common Test/Login - Valid - Pass,Chrome 120.0.0.0,,,15-12-2023 13:07:16,15-12-2023 13:07:35,18.952s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,15-12-2023 13:07:17,15-12-2023 13:07:20,3.154s,PASSED
navigateToUrl(URL),Chrome 120.0.0.0,,,15-12-2023 13:07:20,15-12-2023 13:07:25,4.431s,PASSED
"setText(findTestObject(""Object Repository/Page_Demo Hospital/input_email""), ID)",Chrome 120.0.0.0,,,15-12-2023 13:07:25,15-12-2023 13:07:28,3.593s,PASSED
"setText(findTestObject(""Object Repository/Page_Demo Hospital/input_password""), Pass)",Chrome 120.0.0.0,,,15-12-2023 13:07:28,15-12-2023 13:07:29,1.305s,PASSED
"click(findTestObject(""Object Repository/Page_Demo Hospital/input_custom-btn""))",Chrome 120.0.0.0,,,15-12-2023 13:07:29,15-12-2023 13:07:34,4.363s,PASSED
"click(findTestObject(""Object Repository/Page_Demo Hospital/span_Admin""))",Chrome 120.0.0.0,,,15-12-2023 13:07:34,15-12-2023 13:07:34,0.580s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Demo Hospital/p_Admin""), Name)",Chrome 120.0.0.0,,,15-12-2023 13:07:34,15-12-2023 13:07:35,0.506s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,15-12-2023 13:07:35,15-12-2023 13:07:35,0.399s,PASSED
,,,,,,,
Test Cases/Common Test/Login - Invalid -Id,Chrome 120.0.0.0,,,15-12-2023 13:07:35,15-12-2023 13:07:46,10.534s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,15-12-2023 13:07:36,15-12-2023 13:07:37,1.386s,PASSED
"navigateToUrl(""https://hospitalb.com/login"")",Chrome 120.0.0.0,,,15-12-2023 13:07:37,15-12-2023 13:07:42,4.936s,PASSED
"setText(findTestObject(""Page_Demo Hospital/input_email""), ""Akash@gmail.com"")",Chrome 120.0.0.0,,,15-12-2023 13:07:42,15-12-2023 13:07:43,0.879s,PASSED
"setText(findTestObject(""Page_Demo Hospital/input_password""), ""123456"")",Chrome 120.0.0.0,,,15-12-2023 13:07:43,15-12-2023 13:07:44,0.942s,PASSED
"click(findTestObject(""Page_Demo Hospital/input_custom-btn""))",Chrome 120.0.0.0,,,15-12-2023 13:07:44,15-12-2023 13:07:45,1.338s,PASSED
